No of Persons Voted,Duration_Min,Drama,Genre_Count,Description_Word_Count,Description_Char_Count,Written_by_freq,No of Persons Voted_Log,Release_Year,Film_Age,Release_Decade,Rating
5.0,130.0,1.0,3.0,56.0,342.0,4.0,1.791759469228055,2011.0,14.0,2010.0,5.0
14.0,84.0,1.0,3.0,35.0,235.0,1.0,2.70805020110221,2003.0,22.0,2000.0,7.0
86.0,92.0,1.0,2.0,27.0,176.0,1.0,4.465908118654584,2000.0,25.0,2000.0,7.6
5.0,104.0,1.0,4.0,78.0,485.0,1.0,1.791759469228055,2022.0,3.0,2020.0,7.4
28.0,145.0,1.0,2.0,54.0,327.0,1.0,3.367295829986474,2004.0,21.0,2000.0,7.6
515.0,120.0,1.0,4.0,88.0,510.0,1.0,6.246106765481563,2004.0,21.0,2000.0,8.5
7.0,96.0,1.0,1.0,85.0,501.0,1.0,2.0794415416798357,2019.0,6.0,2010.0,7.7
17.0,129.0,1.0,5.0,55.0,308.0,1.0,2.8903717578961645,2022.0,3.0,2020.0,6.6
6.0,95.0,1.0,3.0,35.0,217.0,1.0,1.9459101490553132,2020.0,5.0,2020.0,7.2
162.0,126.0,1.0,2.0,32.0,187.0,1.0,5.093750200806762,2003.0,22.0,2000.0,8.5
4.0,98.0,0.0,4.0,78.0,509.0,1.0,1.6094379124341003,2020.0,5.0,2020.0,5.0
4.0,107.0,1.0,1.0,24.0,164.0,1.0,1.6094379124341003,2007.0,18.0,2000.0,5.8
44.0,126.0,1.0,2.0,18.0,120.0,1.0,3.8066624897703196,1976.0,49.0,1970.0,7.2
7.0,96.0,1.0,1.0,86.0,495.0,2.0,2.0794415416798357,2010.0,15.0,2010.0,6.6
24.0,128.0,1.0,3.0,110.0,657.0,1.0,3.2188758248682006,1995.0,30.0,1990.0,6.7
6.0,85.0,1.0,4.0,19.0,132.0,1.0,1.9459101490553132,2018.0,7.0,2010.0,5.3
6.0,98.0,1.0,5.0,38.0,231.0,1.0,1.9459101490553132,1989.0,36.0,1980.0,6.3
4.0,100.0,1.0,3.0,25.0,139.0,1.0,1.6094379124341003,1988.0,37.0,1980.0,8.3
4.0,76.0,0.0,1.0,167.0,1008.0,1.0,1.6094379124341003,2018.0,7.0,2010.0,8.5
7.0,104.0,0.0,2.0,13.0,87.0,4.0,2.0794415416798357,1993.0,32.0,1990.0,7.1
760.0,88.0,0.0,3.0,23.0,128.0,2.0,6.634633357861686,2016.0,9.0,2010.0,7.9
31.0,0.0,0.0,1.0,105.0,698.0,1.0,3.4657359027997265,2010.0,15.0,2010.0,9.8
118.0,119.0,0.0,4.0,33.0,181.0,1.0,4.77912349311153,1986.0,39.0,1980.0,7.7
259.0,140.0,1.0,3.0,85.0,516.0,1.0,5.560681631015528,2017.0,8.0,2010.0,7.4
7.0,115.0,1.0,3.0,46.0,255.0,1.0,2.0794415416798357,2007.0,18.0,2000.0,6.7
13.0,107.0,0.0,3.0,96.0,635.0,1.0,2.6390573296152584,2014.0,11.0,2010.0,6.9
472.0,122.0,1.0,3.0,28.0,175.0,5.0,6.159095388491933,2001.0,24.0,2000.0,8.5
11.0,90.0,1.0,3.0,95.0,525.0,1.0,2.4849066497880004,2015.0,10.0,2010.0,5.4
12.0,47.0,0.0,2.0,50.0,296.0,1.0,2.5649493574615367,2005.0,20.0,2000.0,7.8
4.0,94.0,0.0,3.0,15.0,110.0,1.0,1.6094379124341003,2004.0,21.0,2000.0,2.5
92.0,118.0,1.0,3.0,126.0,739.0,1.0,4.532599493153256,2019.0,6.0,2010.0,6.7
4.0,106.0,1.0,2.0,58.0,354.0,1.0,1.6094379124341003,2020.0,5.0,2020.0,6.8
152.0,97.0,0.0,2.0,126.0,805.0,4.0,5.030437921392435,1995.0,30.0,1990.0,8.0
4.0,114.0,1.0,2.0,89.0,580.0,4.0,1.6094379124341003,2012.0,13.0,2010.0,6.5
4.0,114.0,1.0,2.0,89.0,580.0,4.0,1.6094379124341003,2012.0,13.0,2010.0,6.5
4.0,114.0,1.0,2.0,25.0,146.0,4.0,1.6094379124341003,1989.0,36.0,1980.0,6.5
4.0,114.0,1.0,2.0,25.0,146.0,4.0,1.6094379124341003,1989.0,36.0,1980.0,6.5
6.0,84.0,1.0,2.0,22.0,129.0,1.0,1.9459101490553132,2019.0,6.0,2010.0,7.3
10.0,115.0,1.0,4.0,46.0,299.0,1.0,2.3978952727983707,2018.0,7.0,2010.0,8.1
38.0,84.0,0.0,3.0,101.0,654.0,1.0,3.6635616461296463,2010.0,15.0,2010.0,7.1
48.0,78.0,1.0,2.0,31.0,187.0,1.0,3.8918202981106265,2020.0,5.0,2020.0,6.0
124.0,115.0,1.0,4.0,86.0,493.0,1.0,4.8283137373023015,2011.0,14.0,2010.0,8.2
19.0,86.0,1.0,1.0,44.0,279.0,6.0,2.995732273553991,2001.0,24.0,2000.0,7.3
19.0,86.0,1.0,1.0,44.0,279.0,6.0,2.995732273553991,2001.0,24.0,2000.0,7.3
19.0,86.0,1.0,1.0,31.0,176.0,6.0,2.995732273553991,2020.0,5.0,2020.0,7.3
19.0,86.0,1.0,1.0,31.0,176.0,6.0,2.995732273553991,2020.0,5.0,2020.0,7.3
9.0,99.0,0.0,3.0,79.0,416.0,4.0,2.302585092994046,2001.0,24.0,2000.0,6.4
60.0,145.0,1.0,3.0,22.0,116.0,1.0,4.110873864173311,2007.0,18.0,2000.0,7.8
7.0,100.0,1.0,3.0,105.0,611.0,1.0,2.0794415416798357,2020.0,5.0,2020.0,7.4
116.0,122.0,1.0,3.0,46.0,297.0,1.0,4.762173934797756,2017.0,8.0,2010.0,5.6
242.0,127.0,1.0,3.0,18.0,95.0,1.0,5.493061443340548,1994.0,31.0,1990.0,7.1
17.0,97.0,0.0,2.0,117.0,705.0,1.0,2.8903717578961645,2014.0,11.0,2010.0,5.4
17.0,97.0,0.0,2.0,117.0,705.0,1.0,2.8903717578961645,2014.0,11.0,2010.0,5.4
17.0,97.0,0.0,2.0,48.0,314.0,1.0,2.8903717578961645,2023.0,2.0,2020.0,5.4
17.0,97.0,0.0,2.0,48.0,314.0,1.0,2.8903717578961645,2023.0,2.0,2020.0,5.4
86.0,96.0,1.0,2.0,78.0,461.0,1.0,4.465908118654584,2014.0,11.0,2010.0,8.1
21.0,107.0,1.0,2.0,26.0,156.0,3.0,3.091042453358316,1999.0,26.0,1990.0,4.8
157.0,111.0,1.0,4.0,84.0,515.0,1.0,5.062595033026967,2016.0,9.0,2010.0,7.0
56.0,111.0,0.0,3.0,25.0,122.0,1.0,4.04305126783455,1984.0,41.0,1980.0,7.4
6.0,108.0,0.0,1.0,142.0,930.0,1.0,1.9459101490553132,2011.0,14.0,2010.0,5.2
6.0,108.0,0.0,1.0,142.0,930.0,1.0,1.9459101490553132,2011.0,14.0,2010.0,5.2
6.0,108.0,0.0,1.0,19.0,107.0,1.0,1.9459101490553132,1981.0,44.0,1980.0,5.2
6.0,108.0,0.0,1.0,19.0,107.0,1.0,1.9459101490553132,1981.0,44.0,1980.0,5.2
77.0,111.0,1.0,2.0,24.0,153.0,1.0,4.356708826689592,2024.0,1.0,2020.0,9.0
7.0,88.0,1.0,2.0,19.0,133.0,1.0,2.0794415416798357,2016.0,9.0,2010.0,5.1
96.0,90.0,1.0,3.0,69.0,409.0,3.0,4.574710978503383,2013.0,12.0,2010.0,6.4
584.0,123.0,1.0,3.0,71.0,447.0,1.0,6.371611847231857,2014.0,11.0,2010.0,7.8
11.0,100.0,1.0,1.0,23.0,129.0,10.0,2.4849066497880004,2005.0,20.0,2000.0,6.9
6.0,85.0,0.0,1.0,186.0,1131.0,1.0,1.9459101490553132,2007.0,18.0,2000.0,5.8
525.0,99.0,0.0,3.0,59.0,344.0,3.0,6.26530121273771,2006.0,19.0,2000.0,8.5
4.0,90.0,1.0,2.0,38.0,262.0,1.0,1.6094379124341003,2003.0,22.0,2000.0,4.8
83.0,78.0,0.0,3.0,21.0,148.0,1.0,4.430816798843313,2007.0,18.0,2000.0,7.0
4.0,87.0,0.0,2.0,170.0,1058.0,1.0,1.6094379124341003,2009.0,16.0,2000.0,7.5
73.0,138.0,1.0,3.0,25.0,137.0,2.0,4.30406509320417,1993.0,32.0,1990.0,7.9
56.0,103.0,1.0,3.0,95.0,583.0,2.0,4.04305126783455,2019.0,6.0,2010.0,8.0
287.0,111.0,1.0,2.0,58.0,359.0,4.0,5.662960480135946,2012.0,13.0,2010.0,7.4
287.0,111.0,1.0,2.0,58.0,359.0,4.0,5.662960480135946,2012.0,13.0,2010.0,7.4
287.0,111.0,1.0,2.0,65.0,410.0,4.0,5.662960480135946,2009.0,16.0,2000.0,7.4
287.0,111.0,1.0,2.0,65.0,410.0,4.0,5.662960480135946,2009.0,16.0,2000.0,7.4
4.0,95.0,1.0,2.0,54.0,292.0,1.0,1.6094379124341003,2021.0,4.0,2020.0,7.3
805.0,101.0,0.0,2.0,32.0,217.0,4.0,6.692083742506628,1979.0,46.0,1970.0,8.8
805.0,101.0,0.0,2.0,32.0,217.0,4.0,6.692083742506628,1979.0,46.0,1970.0,8.8
805.0,101.0,0.0,2.0,39.0,247.0,4.0,6.692083742506628,2004.0,21.0,2000.0,8.8
805.0,101.0,0.0,2.0,39.0,247.0,4.0,6.692083742506628,2004.0,21.0,2000.0,8.8
79.0,94.0,1.0,4.0,76.0,426.0,1.0,4.382026634673881,2018.0,7.0,2010.0,6.5
5.0,92.0,1.0,2.0,18.0,113.0,1.0,1.791759469228055,2002.0,23.0,2000.0,3.8
5.0,198.0,0.0,2.0,37.0,247.0,1.0,1.791759469228055,1999.0,26.0,1990.0,6.0
11.0,82.0,0.0,4.0,42.0,238.0,4.0,2.4849066497880004,2019.0,6.0,2010.0,5.2
11.0,82.0,0.0,4.0,42.0,238.0,4.0,2.4849066497880004,2019.0,6.0,2010.0,5.2
11.0,82.0,0.0,4.0,61.0,388.0,4.0,2.4849066497880004,2023.0,2.0,2020.0,5.2
11.0,82.0,0.0,4.0,61.0,388.0,4.0,2.4849066497880004,2023.0,2.0,2020.0,5.2
26.0,94.0,0.0,4.0,17.0,119.0,1.0,3.295836866004329,1978.0,47.0,1970.0,4.8
282.0,107.0,0.0,2.0,24.0,144.0,8.0,5.645446897643238,2000.0,25.0,2000.0,7.5
282.0,107.0,0.0,2.0,24.0,144.0,8.0,5.645446897643238,2000.0,25.0,2000.0,7.5
282.0,107.0,0.0,2.0,116.0,645.0,8.0,5.645446897643238,2007.0,18.0,2000.0,7.5
282.0,107.0,0.0,2.0,116.0,645.0,8.0,5.645446897643238,2007.0,18.0,2000.0,7.5
83.0,139.0,1.0,3.0,21.0,123.0,1.0,4.430816798843313,2014.0,11.0,2010.0,7.0
31.0,113.0,1.0,5.0,103.0,616.0,1.0,3.4657359027997265,2010.0,15.0,2010.0,8.1
4.0,92.0,1.0,3.0,59.0,387.0,1.0,1.6094379124341003,2021.0,4.0,2020.0,6.5
538.0,113.0,1.0,4.0,27.0,179.0,3.0,6.289715570908998,2001.0,24.0,2000.0,7.9
10.0,102.0,0.0,4.0,42.0,272.0,1.0,2.3978952727983707,2018.0,7.0,2010.0,8.1
1560.0,132.0,0.0,4.0,141.0,796.0,1.0,7.353081920515432,2019.0,6.0,2010.0,7.8
355.0,85.0,0.0,1.0,31.0,181.0,1.0,5.87493073085203,1983.0,42.0,1980.0,8.1
576.0,105.0,0.0,4.0,68.0,467.0,4.0,6.3578422665081,1984.0,41.0,1980.0,8.3
576.0,105.0,0.0,4.0,68.0,467.0,4.0,6.3578422665081,1984.0,41.0,1980.0,8.3
576.0,105.0,0.0,4.0,50.0,308.0,4.0,6.3578422665081,2016.0,9.0,2010.0,8.3
576.0,105.0,0.0,4.0,50.0,308.0,4.0,6.3578422665081,2016.0,9.0,2010.0,8.3
6.0,123.0,1.0,3.0,45.0,268.0,2.0,1.9459101490553132,2005.0,20.0,2000.0,3.0
11.0,103.0,1.0,4.0,103.0,573.0,1.0,2.4849066497880004,2005.0,20.0,2000.0,6.7
309.0,120.0,1.0,2.0,55.0,310.0,7.0,5.736572297479192,1976.0,49.0,1970.0,8.7
8.0,93.0,0.0,7.0,19.0,100.0,1.0,2.1972245773362196,1994.0,31.0,1990.0,7.1
11.0,96.0,0.0,2.0,114.0,770.0,1.0,2.4849066497880004,2016.0,9.0,2010.0,4.5
10.0,98.0,0.0,1.0,123.0,789.0,1.0,2.3978952727983707,2015.0,10.0,2010.0,6.2
6.0,81.0,0.0,1.0,7.0,60.0,1.0,1.9459101490553132,2005.0,20.0,2000.0,5.8
55.0,114.0,1.0,3.0,29.0,185.0,1.0,4.02535169073515,2022.0,3.0,2020.0,5.9
1329.0,153.0,1.0,4.0,116.0,670.0,1.0,7.1929342212158,2013.0,12.0,2010.0,8.5
16.0,97.0,1.0,2.0,37.0,199.0,6.0,2.833213344056216,2007.0,18.0,2000.0,6.3
92.0,116.0,0.0,3.0,41.0,260.0,4.0,4.532599493153256,2001.0,24.0,2000.0,7.8
92.0,116.0,0.0,3.0,41.0,260.0,4.0,4.532599493153256,2001.0,24.0,2000.0,7.8
92.0,116.0,0.0,3.0,32.0,217.0,4.0,4.532599493153256,2002.0,23.0,2000.0,7.8
92.0,116.0,0.0,3.0,32.0,217.0,4.0,4.532599493153256,2002.0,23.0,2000.0,7.8
9.0,91.0,0.0,3.0,81.0,488.0,1.0,2.302585092994046,2015.0,10.0,2010.0,7.0
9.0,87.0,1.0,3.0,39.0,213.0,1.0,2.302585092994046,2000.0,25.0,2000.0,7.6
4.0,79.0,0.0,1.0,116.0,739.0,1.0,1.6094379124341003,2012.0,13.0,2010.0,7.8
11.0,127.0,1.0,3.0,46.0,294.0,1.0,2.4849066497880004,2014.0,11.0,2010.0,6.9
42.0,136.0,1.0,4.0,191.0,993.0,1.0,3.7612001156935624,2011.0,14.0,2010.0,7.6
5.0,178.0,1.0,1.0,20.0,132.0,4.0,1.791759469228055,2000.0,25.0,2000.0,6.0
5.0,178.0,1.0,1.0,20.0,132.0,4.0,1.791759469228055,2000.0,25.0,2000.0,6.0
5.0,178.0,1.0,1.0,18.0,121.0,4.0,1.791759469228055,1991.0,34.0,1990.0,6.0
5.0,178.0,1.0,1.0,18.0,121.0,4.0,1.791759469228055,1991.0,34.0,1990.0,6.0
36.0,111.0,0.0,4.0,30.0,219.0,2.0,3.6109179126442243,2001.0,24.0,2000.0,7.6
491.0,122.0,0.0,2.0,39.0,231.0,2.0,6.198478716492308,2001.0,24.0,2000.0,7.4
2669.0,140.0,1.0,3.0,25.0,154.0,1.0,7.8898337513942955,2005.0,20.0,2000.0,8.3
22.0,107.0,1.0,3.0,224.0,1318.0,1.0,3.1354942159291497,2011.0,14.0,2010.0,5.5
34.0,124.0,1.0,2.0,43.0,277.0,1.0,3.5553480614894135,2000.0,25.0,2000.0,7.2
36.0,94.0,0.0,1.0,62.0,397.0,1.0,3.6109179126442243,2023.0,2.0,2020.0,7.1
4.0,116.0,0.0,3.0,302.0,1828.0,1.0,1.6094379124341003,2008.0,17.0,2000.0,7.3
150.0,111.0,1.0,5.0,24.0,157.0,1.0,5.017279836814924,1996.0,29.0,1990.0,7.8
179.0,105.0,0.0,2.0,121.0,701.0,1.0,5.19295685089021,2009.0,16.0,2000.0,7.9
10.0,97.0,0.0,1.0,57.0,378.0,1.0,2.3978952727983707,2019.0,6.0,2010.0,6.3
8.0,95.0,0.0,3.0,42.0,240.0,5.0,2.1972245773362196,2019.0,6.0,2010.0,6.6
5.0,90.0,1.0,1.0,31.0,215.0,1.0,1.791759469228055,2005.0,20.0,2000.0,2.4
257.0,123.0,1.0,4.0,68.0,417.0,1.0,5.552959584921617,2015.0,10.0,2010.0,7.4
12.0,99.0,1.0,5.0,50.0,340.0,2.0,2.5649493574615367,2003.0,22.0,2000.0,5.8
11.0,90.0,0.0,1.0,78.0,498.0,2.0,2.4849066497880004,2015.0,10.0,2010.0,6.8
131.0,104.0,0.0,3.0,128.0,824.0,1.0,4.882801922586371,2021.0,4.0,2020.0,0.6
4.0,93.0,0.0,2.0,22.0,148.0,1.0,1.6094379124341003,1979.0,46.0,1970.0,7.3
12.0,81.0,1.0,4.0,112.0,677.0,1.0,2.5649493574615367,2016.0,9.0,2010.0,6.3
10.0,82.0,0.0,3.0,76.0,450.0,1.0,2.3978952727983707,2014.0,11.0,2010.0,6.3
62.0,118.0,1.0,3.0,16.0,93.0,1.0,4.143134726391533,2004.0,21.0,2000.0,6.6
16.0,92.0,1.0,2.0,69.0,401.0,1.0,2.833213344056216,2020.0,5.0,2020.0,7.2
79.0,104.0,0.0,4.0,36.0,219.0,1.0,4.382026634673881,2020.0,5.0,2020.0,7.9
77.0,116.0,1.0,2.0,87.0,545.0,1.0,4.356708826689592,2024.0,1.0,2020.0,6.4
9.0,78.0,1.0,2.0,62.0,365.0,8.0,2.302585092994046,1999.0,26.0,1990.0,6.0
9.0,78.0,1.0,2.0,62.0,365.0,8.0,2.302585092994046,1999.0,26.0,1990.0,6.0
9.0,78.0,1.0,2.0,62.0,365.0,8.0,2.302585092994046,1999.0,26.0,1990.0,6.0
9.0,78.0,1.0,2.0,62.0,365.0,8.0,2.302585092994046,1999.0,26.0,1990.0,6.0
222.0,102.0,0.0,3.0,70.0,438.0,1.0,5.407171771460119,1999.0,26.0,1990.0,8.0
34.0,95.0,1.0,3.0,55.0,331.0,46.0,3.5553480614894135,1999.0,26.0,1990.0,7.6
66.0,105.0,1.0,4.0,11.0,72.0,2.0,4.204692619390966,2002.0,23.0,2000.0,7.3
60.0,111.0,1.0,3.0,53.0,301.0,1.0,4.110873864173311,2013.0,12.0,2010.0,7.9
15.0,317.0,1.0,2.0,23.0,130.0,1.0,2.772588722239781,1977.0,48.0,1970.0,5.3
8.0,122.0,1.0,3.0,19.0,103.0,1.0,2.1972245773362196,1970.0,55.0,1970.0,7.0
4.0,99.0,0.0,2.0,28.0,162.0,1.0,1.6094379124341003,1978.0,47.0,1970.0,8.5
4.0,103.0,1.0,2.0,18.0,103.0,7.0,1.6094379124341003,1992.0,33.0,1990.0,6.8
4.0,100.0,1.0,2.0,116.0,737.0,1.0,1.6094379124341003,2017.0,8.0,2010.0,7.5
10.0,93.0,0.0,3.0,26.0,152.0,1.0,2.3978952727983707,2024.0,1.0,2020.0,8.4
56.0,115.0,0.0,2.0,20.0,103.0,2.0,4.04305126783455,1984.0,41.0,1980.0,8.0
19.0,140.0,1.0,3.0,19.0,117.0,3.0,2.995732273553991,1997.0,28.0,1990.0,8.5
167.0,96.0,1.0,3.0,82.0,571.0,46.0,5.123963979403259,2008.0,17.0,2000.0,7.0
381.0,140.0,1.0,5.0,66.0,419.0,1.0,5.945420608606575,2009.0,16.0,2000.0,7.9
135.0,91.0,0.0,2.0,109.0,650.0,1.0,4.912654885736052,2023.0,2.0,2020.0,6.4
28.0,103.0,1.0,5.0,54.0,336.0,1.0,3.367295829986474,2022.0,3.0,2020.0,6.1
16.0,94.0,1.0,2.0,47.0,291.0,1.0,2.833213344056216,2006.0,19.0,2000.0,7.1
15.0,91.0,0.0,1.0,110.0,719.0,1.0,2.772588722239781,2010.0,15.0,2010.0,6.5
22.0,90.0,1.0,3.0,94.0,564.0,1.0,3.1354942159291497,2018.0,7.0,2010.0,5.7
37.0,134.0,1.0,2.0,20.0,135.0,4.0,3.6375861597263857,2019.0,6.0,2010.0,4.2
734.0,116.0,0.0,4.0,55.0,345.0,1.0,6.5998704992128365,2016.0,9.0,2010.0,7.7
5.0,102.0,1.0,2.0,30.0,170.0,2.0,1.791759469228055,1992.0,33.0,1990.0,4.2
103.0,108.0,1.0,6.0,135.0,820.0,1.0,4.6443908991413725,2016.0,9.0,2010.0,7.7
17.0,118.0,1.0,2.0,70.0,395.0,3.0,2.8903717578961645,2018.0,7.0,2010.0,6.7
436.0,166.0,1.0,3.0,122.0,645.0,1.0,6.07993319509559,2008.0,17.0,2000.0,7.9
21.0,112.0,1.0,2.0,54.0,354.0,1.0,3.091042453358316,1995.0,30.0,1990.0,7.5
8.0,139.0,1.0,3.0,38.0,255.0,1.0,2.1972245773362196,2002.0,23.0,2000.0,6.4
19.0,104.0,1.0,3.0,59.0,355.0,1.0,2.995732273553991,2003.0,22.0,2000.0,6.7
21.0,110.0,1.0,2.0,31.0,207.0,1.0,3.091042453358316,2000.0,25.0,2000.0,6.2
68.0,109.0,1.0,4.0,78.0,497.0,4.0,4.23410650459726,2015.0,10.0,2010.0,7.1
12.0,95.0,0.0,1.0,12.0,86.0,1.0,2.5649493574615367,2013.0,12.0,2010.0,7.7
13.0,93.0,1.0,2.0,24.0,148.0,1.0,2.6390573296152584,1995.0,30.0,1990.0,6.2
180.0,109.0,1.0,4.0,91.0,529.0,7.0,5.198497031265826,2017.0,8.0,2010.0,6.1
53.0,96.0,1.0,3.0,82.0,474.0,1.0,3.9889840465642745,1992.0,33.0,1990.0,6.6
13.0,88.0,1.0,2.0,148.0,866.0,1.0,2.6390573296152584,2019.0,6.0,2010.0,7.0
167.0,113.0,0.0,3.0,97.0,575.0,1.0,5.123963979403259,2024.0,1.0,2020.0,6.9
62.0,100.0,0.0,2.0,54.0,312.0,2.0,4.143134726391533,1986.0,39.0,1980.0,6.1
7.0,103.0,0.0,1.0,82.0,555.0,1.0,2.0794415416798357,2020.0,5.0,2020.0,5.6
14.0,97.0,0.0,6.0,27.0,156.0,1.0,2.70805020110221,1981.0,44.0,1980.0,7.9
4.0,93.0,1.0,1.0,30.0,174.0,1.0,1.6094379124341003,2005.0,20.0,2000.0,5.0
5.0,123.0,1.0,4.0,84.0,409.0,1.0,1.791759469228055,2016.0,9.0,2010.0,7.0
21.0,88.0,1.0,4.0,218.0,1338.0,3.0,3.091042453358316,2009.0,16.0,2000.0,6.7
8.0,97.0,1.0,1.0,120.0,728.0,1.0,2.1972245773362196,2020.0,5.0,2020.0,7.3
970.0,118.0,0.0,4.0,85.0,486.0,1.0,6.878326468291325,2018.0,7.0,2010.0,7.0
11.0,115.0,1.0,1.0,73.0,423.0,1.0,2.4849066497880004,2006.0,19.0,2000.0,4.4
12.0,89.0,1.0,3.0,87.0,511.0,1.0,2.5649493574615367,2014.0,11.0,2010.0,6.8
250.0,110.0,0.0,3.0,43.0,264.0,1.0,5.5254529391317835,1978.0,47.0,1970.0,8.1
19.0,106.0,0.0,1.0,83.0,439.0,1.0,2.995732273553991,2024.0,1.0,2020.0,5.5
10.0,106.0,1.0,1.0,80.0,487.0,1.0,2.3978952727983707,2016.0,9.0,2010.0,6.4
6.0,96.0,0.0,1.0,92.0,634.0,1.0,1.9459101490553132,2020.0,5.0,2020.0,8.2
7.0,100.0,1.0,3.0,20.0,113.0,1.0,2.0794415416798357,1987.0,38.0,1980.0,6.4
36.0,89.0,1.0,2.0,26.0,177.0,1.0,3.6109179126442243,2019.0,6.0,2010.0,7.4
2669.0,136.0,0.0,4.0,114.0,702.0,1.0,7.8898337513942955,2014.0,11.0,2010.0,8.3
128.0,106.0,0.0,3.0,19.0,117.0,2.0,4.859812404361672,1984.0,41.0,1980.0,7.3
29.0,143.0,1.0,2.0,20.0,122.0,1.0,3.4011973816621555,1998.0,27.0,1990.0,8.0
7.0,110.0,1.0,2.0,33.0,179.0,1.0,2.0794415416798357,2000.0,25.0,2000.0,4.0
276.0,78.0,0.0,5.0,61.0,383.0,1.0,5.6240175061873385,2000.0,25.0,2000.0,8.2
4.0,86.0,1.0,2.0,25.0,144.0,4.0,1.6094379124341003,2002.0,23.0,2000.0,5.8
44.0,87.0,1.0,4.0,49.0,304.0,1.0,3.8066624897703196,2003.0,22.0,2000.0,7.6
162.0,97.0,0.0,5.0,25.0,138.0,4.0,5.093750200806762,2003.0,22.0,2000.0,8.1
162.0,97.0,0.0,5.0,25.0,138.0,4.0,5.093750200806762,2003.0,22.0,2000.0,8.1
162.0,97.0,0.0,5.0,23.0,146.0,4.0,5.093750200806762,1977.0,48.0,1970.0,8.1
162.0,97.0,0.0,5.0,23.0,146.0,4.0,5.093750200806762,1977.0,48.0,1970.0,8.1
279.0,97.0,1.0,3.0,16.0,99.0,1.0,5.634789603169249,1999.0,26.0,1990.0,6.9
36.0,102.0,1.0,3.0,23.0,133.0,1.0,3.6109179126442243,2012.0,13.0,2010.0,7.1
26.0,114.0,0.0,2.0,186.0,1025.0,1.0,3.295836866004329,2016.0,9.0,2010.0,6.9
32.0,116.0,1.0,5.0,133.0,790.0,1.0,3.4965075614664802,2006.0,19.0,2000.0,7.8
5.0,85.0,0.0,1.0,17.0,116.0,1.0,1.791759469228055,2005.0,20.0,2000.0,7.4
12.0,99.0,0.0,2.0,100.0,578.0,1.0,2.5649493574615367,2018.0,7.0,2010.0,6.7
22.0,90.0,1.0,2.0,48.0,299.0,1.0,3.1354942159291497,2021.0,4.0,2020.0,7.0
16.0,103.0,0.0,3.0,76.0,454.0,1.0,2.833213344056216,1984.0,41.0,1980.0,6.4
47.0,101.0,1.0,2.0,143.0,849.0,4.0,3.871201010907891,2011.0,14.0,2010.0,7.2
251.0,97.0,0.0,4.0,27.0,155.0,5.0,5.529429087511423,1999.0,26.0,1990.0,5.8
5.0,93.0,0.0,1.0,34.0,203.0,1.0,1.791759469228055,2018.0,7.0,2010.0,7.6
178.0,117.0,1.0,3.0,113.0,657.0,1.0,5.187385805840755,2011.0,14.0,2010.0,8.0
30.0,114.0,1.0,3.0,33.0,208.0,1.0,3.4339872044851463,2006.0,19.0,2000.0,7.2
18.0,92.0,1.0,5.0,20.0,114.0,1.0,2.9444389791664403,1982.0,43.0,1980.0,7.2
10.0,101.0,1.0,2.0,37.0,228.0,1.0,2.3978952727983707,2021.0,4.0,2020.0,7.5
5.0,105.0,0.0,2.0,146.0,865.0,1.0,1.791759469228055,2016.0,9.0,2010.0,5.6
15.0,115.0,1.0,1.0,16.0,92.0,5.0,2.772588722239781,2013.0,12.0,2010.0,6.0
11.0,100.0,0.0,3.0,32.0,213.0,1.0,2.4849066497880004,2015.0,10.0,2010.0,7.5
1507.0,134.0,0.0,3.0,21.0,131.0,4.0,7.318539548567902,1987.0,38.0,1980.0,6.0
1507.0,134.0,0.0,3.0,21.0,131.0,4.0,7.318539548567902,1987.0,38.0,1980.0,6.0
1507.0,134.0,0.0,3.0,58.0,320.0,4.0,7.318539548567902,2021.0,4.0,2020.0,6.0
1507.0,134.0,0.0,3.0,58.0,320.0,4.0,7.318539548567902,2021.0,4.0,2020.0,6.0
14.0,100.0,1.0,3.0,78.0,481.0,2.0,2.70805020110221,2008.0,17.0,2000.0,7.4
34.0,105.0,1.0,4.0,32.0,213.0,3.0,3.5553480614894135,2006.0,19.0,2000.0,7.8
108.0,81.0,1.0,3.0,16.0,80.0,5.0,4.6913478822291435,2003.0,22.0,2000.0,7.2
108.0,81.0,1.0,3.0,16.0,80.0,5.0,4.6913478822291435,2003.0,22.0,2000.0,7.2
108.0,81.0,1.0,3.0,51.0,322.0,5.0,4.6913478822291435,2020.0,5.0,2020.0,7.2
108.0,81.0,1.0,3.0,51.0,322.0,5.0,4.6913478822291435,2020.0,5.0,2020.0,7.2
12.0,89.0,1.0,2.0,22.0,138.0,1.0,2.5649493574615367,2002.0,23.0,2000.0,5.3
38.0,115.0,1.0,2.0,64.0,333.0,1.0,3.6635616461296463,2022.0,3.0,2020.0,6.5
28.0,135.0,1.0,4.0,61.0,413.0,2.0,3.367295829986474,2018.0,7.0,2010.0,7.8
9.0,129.0,1.0,2.0,145.0,903.0,1.0,2.302585092994046,2024.0,1.0,2020.0,6.0
11.0,88.0,0.0,4.0,29.0,190.0,1.0,2.4849066497880004,2015.0,10.0,2010.0,8.0
14.0,78.0,0.0,3.0,84.0,534.0,1.0,2.70805020110221,2015.0,10.0,2010.0,5.9
101.0,116.0,1.0,3.0,95.0,593.0,1.0,4.624972813284271,2016.0,9.0,2010.0,7.4
