No of Persons Voted,Duration_Min,Drama,Genre_Count,Description_Word_Count,Description_Char_Count,Written_by_freq,No of Persons Voted_Log,Release_Year,Film_Age,Release_Decade,Rating
8.0,137.0,1.0,2.0,91.0,471.0,1.0,2.1972245773362196,2014.0,11.0,2010.0,7.1
30.0,102.0,1.0,4.0,24.0,132.0,1.0,3.4339872044851463,1991.0,34.0,1990.0,8.2
216.0,114.0,0.0,1.0,81.0,451.0,1.0,5.37989735354046,2010.0,15.0,2010.0,5.5
91.0,104.0,0.0,3.0,19.0,99.0,1.0,4.5217885770490405,1992.0,33.0,1990.0,8.3
6.0,99.0,0.0,3.0,120.0,722.0,1.0,1.9459101490553132,2020.0,5.0,2020.0,4.8
66.0,115.0,0.0,2.0,48.0,287.0,1.0,4.204692619390966,2003.0,22.0,2000.0,5.9
29.0,110.0,1.0,8.0,29.0,168.0,1.0,3.4011973816621555,2004.0,21.0,2000.0,6.4
113.0,82.0,1.0,5.0,56.0,356.0,1.0,4.736198448394496,2000.0,25.0,2000.0,6.9
110.0,96.0,1.0,3.0,24.0,142.0,1.0,4.709530201312334,1996.0,29.0,1990.0,8.0
21.0,120.0,1.0,3.0,22.0,124.0,1.0,3.091042453358316,1993.0,32.0,1990.0,6.5
5.0,89.0,0.0,2.0,65.0,391.0,1.0,1.791759469228055,2013.0,12.0,2010.0,5.8
5.0,104.0,0.0,3.0,10.0,57.0,3.0,1.791759469228055,1996.0,29.0,1990.0,5.8
14.0,101.0,0.0,2.0,15.0,114.0,1.0,2.70805020110221,2014.0,11.0,2010.0,6.9
4.0,101.0,1.0,3.0,70.0,395.0,1.0,1.6094379124341003,2013.0,12.0,2010.0,5.0
6.0,94.0,1.0,2.0,52.0,327.0,1.0,1.9459101490553132,2018.0,7.0,2010.0,7.8
292.0,124.0,1.0,2.0,98.0,581.0,1.0,5.680172609017068,2015.0,10.0,2010.0,6.5
124.0,92.0,0.0,2.0,56.0,371.0,1.0,4.8283137373023015,2012.0,13.0,2010.0,5.9
8.0,120.0,1.0,2.0,18.0,121.0,1.0,2.1972245773362196,1986.0,39.0,1980.0,8.6
17.0,99.0,1.0,3.0,68.0,380.0,1.0,2.8903717578961645,2020.0,5.0,2020.0,6.7
6.0,111.0,1.0,4.0,69.0,422.0,1.0,1.9459101490553132,2006.0,19.0,2000.0,6.8
22.0,117.0,1.0,3.0,34.0,184.0,1.0,3.1354942159291497,1989.0,36.0,1980.0,7.4
11.0,105.0,0.0,1.0,20.0,112.0,1.0,2.4849066497880004,2010.0,15.0,2010.0,5.3
28.0,90.0,0.0,1.0,69.0,434.0,1.0,3.367295829986474,2015.0,10.0,2010.0,6.8
9.0,106.0,1.0,4.0,16.0,86.0,1.0,2.302585092994046,1989.0,36.0,1980.0,7.2
227.0,94.0,0.0,7.0,131.0,844.0,1.0,5.429345628954441,2009.0,16.0,2000.0,6.6
99.0,90.0,0.0,2.0,112.0,660.0,1.0,4.605170185988092,2007.0,18.0,2000.0,6.7
36.0,129.0,1.0,4.0,86.0,491.0,1.0,3.6109179126442243,2008.0,17.0,2000.0,5.9
7.0,92.0,1.0,3.0,144.0,802.0,1.0,2.0794415416798357,2019.0,6.0,2010.0,7.9
130.0,101.0,0.0,2.0,77.0,457.0,12.0,4.875197323201151,2008.0,17.0,2000.0,6.3
14.0,102.0,0.0,1.0,96.0,579.0,1.0,2.70805020110221,2005.0,20.0,2000.0,5.1
603.0,122.0,1.0,3.0,179.0,1004.0,4.0,6.403574197934815,2008.0,17.0,2000.0,4.4
12.0,92.0,1.0,2.0,43.0,265.0,1.0,2.5649493574615367,2017.0,8.0,2010.0,5.2
4.0,106.0,1.0,2.0,32.0,213.0,4.0,1.6094379124341003,2002.0,23.0,2000.0,6.8
4.0,106.0,1.0,2.0,32.0,213.0,4.0,1.6094379124341003,2002.0,23.0,2000.0,6.8
4.0,106.0,1.0,2.0,191.0,1153.0,4.0,1.6094379124341003,2015.0,10.0,2010.0,6.8
4.0,106.0,1.0,2.0,191.0,1153.0,4.0,1.6094379124341003,2015.0,10.0,2010.0,6.8
6.0,95.0,1.0,5.0,23.0,158.0,1.0,1.9459101490553132,2004.0,21.0,2000.0,3.8
78.0,121.0,0.0,3.0,22.0,135.0,1.0,4.3694478524670215,1973.0,52.0,1970.0,6.3
88.0,117.0,1.0,5.0,131.0,820.0,1.0,4.48863636973214,2010.0,15.0,2010.0,6.3
5.0,110.0,1.0,3.0,89.0,484.0,1.0,1.791759469228055,2009.0,16.0,2000.0,4.6
79.0,95.0,1.0,2.0,21.0,133.0,6.0,4.382026634673881,2019.0,6.0,2010.0,5.4
56.0,93.0,1.0,3.0,71.0,420.0,1.0,4.04305126783455,2014.0,11.0,2010.0,6.4
11.0,0.0,1.0,2.0,38.0,240.0,3.0,2.4849066497880004,2013.0,12.0,2010.0,5.4
5.0,129.0,1.0,2.0,21.0,136.0,1.0,1.791759469228055,1981.0,44.0,1980.0,7.0
6.0,81.0,0.0,1.0,78.0,488.0,1.0,1.9459101490553132,2008.0,17.0,2000.0,4.8
10.0,123.0,0.0,3.0,17.0,84.0,4.0,2.3978952727983707,1972.0,53.0,1970.0,8.0
10.0,123.0,0.0,3.0,17.0,84.0,4.0,2.3978952727983707,1972.0,53.0,1970.0,8.0
10.0,123.0,0.0,3.0,20.0,110.0,4.0,2.3978952727983707,1994.0,31.0,1990.0,8.0
10.0,123.0,0.0,3.0,20.0,110.0,4.0,2.3978952727983707,1994.0,31.0,1990.0,8.0
201.0,113.0,0.0,2.0,76.0,471.0,1.0,5.308267697401205,2017.0,8.0,2010.0,7.1
26.0,102.0,0.0,1.0,26.0,141.0,1.0,3.295836866004329,1990.0,35.0,1990.0,7.9
10.0,106.0,1.0,4.0,29.0,202.0,1.0,2.3978952727983707,1997.0,28.0,1990.0,7.4
12.0,130.0,1.0,4.0,39.0,225.0,1.0,2.5649493574615367,1990.0,35.0,1990.0,6.9
38.0,90.0,0.0,2.0,113.0,678.0,13.0,3.6635616461296463,2013.0,12.0,2010.0,5.7
12.0,95.0,1.0,6.0,67.0,373.0,1.0,2.5649493574615367,2016.0,9.0,2010.0,5.9
522.0,118.0,0.0,4.0,12.0,63.0,4.0,6.259581464064923,1990.0,35.0,1990.0,8.1
359.0,128.0,1.0,3.0,114.0,704.0,1.0,5.886104031450156,2004.0,21.0,2000.0,8.0
27.0,108.0,0.0,4.0,25.0,150.0,3.0,3.332204510175204,2013.0,12.0,2010.0,5.8
5.0,86.0,0.0,2.0,28.0,163.0,1.0,1.791759469228055,2001.0,24.0,2000.0,5.0
4.0,115.0,1.0,4.0,48.0,281.0,1.0,1.6094379124341003,2002.0,23.0,2000.0,5.5
4.0,107.0,1.0,3.0,30.0,199.0,1.0,1.6094379124341003,1985.0,40.0,1980.0,6.8
4.0,122.0,1.0,3.0,27.0,175.0,1.0,1.6094379124341003,2020.0,5.0,2020.0,6.3
72.0,109.0,1.0,3.0,81.0,489.0,1.0,4.290459441148391,2012.0,13.0,2010.0,5.9
8.0,95.0,1.0,3.0,76.0,455.0,7.0,2.1972245773362196,2012.0,13.0,2010.0,6.9
8.0,95.0,1.0,3.0,76.0,455.0,7.0,2.1972245773362196,2012.0,13.0,2010.0,6.9
8.0,95.0,1.0,3.0,111.0,655.0,7.0,2.1972245773362196,2014.0,11.0,2010.0,6.9
8.0,95.0,1.0,3.0,111.0,655.0,7.0,2.1972245773362196,2014.0,11.0,2010.0,6.9
4232.0,143.0,0.0,3.0,62.0,313.0,1.0,8.350666240520924,2013.0,12.0,2010.0,7.6
4.0,82.0,1.0,4.0,132.0,780.0,1.0,1.6094379124341003,2008.0,17.0,2000.0,4.8
4.0,110.0,1.0,4.0,123.0,713.0,1.0,1.6094379124341003,2018.0,7.0,2010.0,7.5
189.0,100.0,1.0,4.0,79.0,564.0,4.0,5.247024072160486,2012.0,13.0,2010.0,8.4
189.0,100.0,1.0,4.0,79.0,564.0,4.0,5.247024072160486,2012.0,13.0,2010.0,8.4
189.0,100.0,1.0,4.0,14.0,70.0,4.0,5.247024072160486,1999.0,26.0,1990.0,8.4
189.0,100.0,1.0,4.0,14.0,70.0,4.0,5.247024072160486,1999.0,26.0,1990.0,8.4
11.0,98.0,1.0,8.0,48.0,307.0,1.0,2.4849066497880004,2002.0,23.0,2000.0,5.8
77.0,100.0,0.0,2.0,37.0,226.0,4.0,4.356708826689592,1980.0,45.0,1980.0,2.4
77.0,100.0,0.0,2.0,37.0,226.0,4.0,4.356708826689592,1980.0,45.0,1980.0,2.4
77.0,100.0,0.0,2.0,59.0,346.0,4.0,4.356708826689592,2005.0,20.0,2000.0,2.4
77.0,100.0,0.0,2.0,59.0,346.0,4.0,4.356708826689592,2005.0,20.0,2000.0,2.4
13.0,0.0,0.0,1.0,79.0,489.0,1.0,2.6390573296152584,2017.0,8.0,2010.0,6.0
26.0,85.0,0.0,1.0,94.0,602.0,1.0,3.295836866004329,2012.0,13.0,2010.0,6.8
173.0,98.0,1.0,6.0,92.0,571.0,1.0,5.159055299214529,2009.0,16.0,2000.0,7.0
8.0,83.0,1.0,6.0,88.0,541.0,4.0,2.1972245773362196,2022.0,3.0,2020.0,4.3
271.0,104.0,1.0,5.0,53.0,340.0,7.0,5.605802066295998,1995.0,30.0,1990.0,8.5
6.0,86.0,0.0,2.0,100.0,624.0,1.0,1.9459101490553132,2011.0,14.0,2010.0,7.3
5.0,131.0,1.0,4.0,108.0,662.0,1.0,1.791759469228055,2022.0,3.0,2020.0,6.2
5.0,104.0,1.0,2.0,90.0,529.0,2.0,1.791759469228055,2006.0,19.0,2000.0,4.4
11.0,100.0,1.0,2.0,39.0,251.0,1.0,2.4849066497880004,2005.0,20.0,2000.0,8.3
9.0,87.0,0.0,2.0,40.0,216.0,1.0,2.302585092994046,1984.0,41.0,1980.0,6.8
133.0,120.0,0.0,3.0,105.0,692.0,1.0,4.897839799950911,2024.0,1.0,2020.0,6.6
253.0,98.0,0.0,2.0,49.0,281.0,1.0,5.537334267018537,2022.0,3.0,2020.0,9.2
14.0,111.0,1.0,3.0,47.0,260.0,4.0,2.70805020110221,2016.0,9.0,2010.0,5.1
33.0,120.0,1.0,3.0,58.0,329.0,1.0,3.5263605246161616,2007.0,18.0,2000.0,6.5
86.0,116.0,1.0,3.0,83.0,516.0,4.0,4.465908118654584,2019.0,6.0,2010.0,7.7
86.0,116.0,1.0,3.0,83.0,516.0,4.0,4.465908118654584,2019.0,6.0,2010.0,7.7
86.0,116.0,1.0,3.0,30.0,200.0,4.0,4.465908118654584,2001.0,24.0,2000.0,7.7
86.0,116.0,1.0,3.0,30.0,200.0,4.0,4.465908118654584,2001.0,24.0,2000.0,7.7
5.0,89.0,1.0,1.0,32.0,193.0,4.0,1.791759469228055,2001.0,24.0,2000.0,3.6
29.0,120.0,1.0,5.0,155.0,864.0,1.0,3.4011973816621555,2009.0,16.0,2000.0,6.6
76.0,110.0,0.0,4.0,33.0,199.0,1.0,4.343805421853684,1997.0,28.0,1990.0,7.3
119.0,109.0,1.0,4.0,46.0,296.0,1.0,4.787491742782046,2005.0,20.0,2000.0,8.1
106.0,114.0,1.0,3.0,188.0,1125.0,1.0,4.672828834461906,2011.0,14.0,2010.0,6.2
11.0,96.0,1.0,3.0,17.0,101.0,1.0,2.4849066497880004,2019.0,6.0,2010.0,6.2
5.0,119.0,1.0,1.0,47.0,285.0,1.0,1.791759469228055,2012.0,13.0,2010.0,6.2
36.0,95.0,1.0,2.0,62.0,392.0,14.0,3.6109179126442243,1987.0,38.0,1980.0,7.9
276.0,138.0,1.0,3.0,47.0,314.0,1.0,5.6240175061873385,2020.0,5.0,2020.0,7.6
155.0,114.0,1.0,6.0,163.0,977.0,5.0,5.049856007249537,2009.0,16.0,2000.0,8.4
50.0,113.0,0.0,3.0,36.0,216.0,2.0,3.9318256327243257,1986.0,39.0,1980.0,7.1
1120.0,172.0,1.0,4.0,88.0,537.0,1.0,7.02197642307216,2012.0,13.0,2010.0,8.2
4.0,127.0,1.0,3.0,79.0,428.0,1.0,1.6094379124341003,2014.0,11.0,2010.0,6.3
5.0,107.0,0.0,3.0,98.0,569.0,1.0,1.791759469228055,2009.0,16.0,2000.0,3.2
46.0,96.0,0.0,4.0,97.0,563.0,1.0,3.8501476017100584,2021.0,4.0,2020.0,6.1
137.0,98.0,1.0,3.0,37.0,224.0,1.0,4.927253685157205,2012.0,13.0,2010.0,6.7
18.0,86.0,1.0,3.0,52.0,310.0,2.0,2.9444389791664403,2016.0,9.0,2010.0,6.0
4.0,108.0,1.0,2.0,32.0,211.0,1.0,1.6094379124341003,2019.0,6.0,2010.0,6.0
6.0,112.0,1.0,2.0,142.0,788.0,1.0,1.9459101490553132,2007.0,18.0,2000.0,6.7
27.0,94.0,1.0,4.0,135.0,820.0,1.0,3.332204510175204,2012.0,13.0,2010.0,5.8
4.0,92.0,1.0,1.0,32.0,176.0,1.0,1.6094379124341003,2008.0,17.0,2000.0,5.5
226.0,108.0,1.0,4.0,35.0,191.0,1.0,5.424950017481403,2021.0,4.0,2020.0,5.3
6.0,94.0,0.0,2.0,22.0,162.0,1.0,1.9459101490553132,1977.0,48.0,1970.0,6.3
496.0,113.0,0.0,3.0,167.0,1002.0,1.0,6.208590026096629,2012.0,13.0,2010.0,6.0
31.0,111.0,1.0,3.0,51.0,318.0,1.0,3.4657359027997265,1984.0,41.0,1980.0,7.0
13.0,127.0,1.0,3.0,64.0,358.0,2.0,2.6390573296152584,2019.0,6.0,2010.0,6.6
11.0,100.0,1.0,3.0,61.0,337.0,1.0,2.4849066497880004,2013.0,12.0,2010.0,5.2
18.0,91.0,0.0,3.0,65.0,376.0,2.0,2.9444389791664403,2020.0,5.0,2020.0,4.7
27.0,88.0,0.0,2.0,39.0,246.0,1.0,3.332204510175204,2007.0,18.0,2000.0,6.9
127.0,106.0,0.0,3.0,105.0,600.0,1.0,4.852030263919617,2009.0,16.0,2000.0,6.4
30.0,105.0,0.0,4.0,8.0,52.0,1.0,3.4339872044851463,2002.0,23.0,2000.0,6.5
10.0,114.0,1.0,3.0,36.0,219.0,2.0,2.3978952727983707,2003.0,22.0,2000.0,7.0
63.0,109.0,0.0,3.0,116.0,753.0,1.0,4.1588830833596715,2008.0,17.0,2000.0,6.8
198.0,98.0,1.0,5.0,83.0,491.0,1.0,5.293304824724492,2016.0,9.0,2010.0,6.6
249.0,116.0,0.0,4.0,159.0,926.0,1.0,5.521460917862246,2019.0,6.0,2010.0,6.2
123.0,97.0,0.0,2.0,53.0,332.0,1.0,4.820281565605037,1981.0,44.0,1980.0,7.8
142.0,136.0,1.0,4.0,132.0,816.0,1.0,4.962844630259907,2022.0,3.0,2020.0,5.5
245.0,108.0,0.0,4.0,89.0,504.0,5.0,5.5053315359323625,2016.0,9.0,2010.0,5.9
80.0,136.0,1.0,5.0,29.0,169.0,1.0,4.394449154672439,1997.0,28.0,1990.0,7.3
10.0,118.0,0.0,2.0,23.0,148.0,1.0,2.3978952727983707,2021.0,4.0,2020.0,7.8
79.0,98.0,0.0,3.0,68.0,406.0,1.0,4.382026634673881,2023.0,2.0,2020.0,5.7
14.0,89.0,1.0,5.0,32.0,176.0,1.0,2.70805020110221,2019.0,6.0,2010.0,5.6
24.0,137.0,1.0,2.0,20.0,113.0,1.0,3.2188758248682006,1989.0,36.0,1980.0,7.6
23.0,117.0,1.0,3.0,19.0,119.0,1.0,3.1780538303479458,2005.0,20.0,2000.0,5.5
24.0,90.0,1.0,2.0,73.0,424.0,1.0,3.2188758248682006,2023.0,2.0,2020.0,5.8
13.0,111.0,1.0,3.0,34.0,185.0,1.0,2.6390573296152584,2020.0,5.0,2020.0,6.7
19.0,120.0,1.0,3.0,34.0,204.0,1.0,2.995732273553991,2005.0,20.0,2000.0,8.1
105.0,101.0,1.0,4.0,35.0,197.0,1.0,4.663439094112067,1996.0,29.0,1990.0,7.9
18.0,94.0,1.0,2.0,42.0,300.0,1.0,2.9444389791664403,2014.0,11.0,2010.0,6.8
15.0,113.0,1.0,2.0,124.0,779.0,19.0,2.772588722239781,2009.0,16.0,2000.0,5.1
284.0,104.0,1.0,3.0,37.0,225.0,1.0,5.652489180268651,2023.0,2.0,2020.0,9.5
161.0,94.0,1.0,2.0,126.0,807.0,1.0,5.087596335232384,2008.0,17.0,2000.0,7.2
9.0,97.0,1.0,4.0,14.0,86.0,1.0,2.302585092994046,2004.0,21.0,2000.0,4.8
9.0,100.0,1.0,1.0,90.0,569.0,1.0,2.302585092994046,2011.0,14.0,2010.0,4.2
6.0,89.0,0.0,1.0,22.0,154.0,1.0,1.9459101490553132,1996.0,29.0,1990.0,6.7
26.0,92.0,1.0,4.0,41.0,253.0,1.0,3.295836866004329,2003.0,22.0,2000.0,6.5
8.0,104.0,0.0,2.0,40.0,266.0,1.0,2.1972245773362196,2002.0,23.0,2000.0,6.3
8.0,80.0,0.0,1.0,71.0,408.0,1.0,2.1972245773362196,2010.0,15.0,2010.0,7.8
257.0,109.0,0.0,3.0,40.0,227.0,1.0,5.552959584921617,2013.0,12.0,2010.0,6.6
353.0,132.0,1.0,4.0,16.0,106.0,4.0,5.869296913133774,2015.0,10.0,2010.0,8.3
353.0,132.0,1.0,4.0,16.0,106.0,4.0,5.869296913133774,2015.0,10.0,2010.0,8.3
353.0,132.0,1.0,4.0,19.0,105.0,4.0,5.869296913133774,1986.0,39.0,1980.0,8.3
353.0,132.0,1.0,4.0,19.0,105.0,4.0,5.869296913133774,1986.0,39.0,1980.0,8.3
584.0,123.0,1.0,5.0,28.0,146.0,6.0,6.371611847231857,2013.0,12.0,2010.0,8.5
18.0,117.0,1.0,4.0,79.0,428.0,1.0,2.9444389791664403,2010.0,15.0,2010.0,5.6
83.0,96.0,0.0,3.0,89.0,534.0,1.0,4.430816798843313,2008.0,17.0,2000.0,8.5
112.0,122.0,1.0,2.0,173.0,1071.0,1.0,4.727387818712341,2014.0,11.0,2010.0,6.9
7.0,92.0,0.0,1.0,70.0,432.0,1.0,2.0794415416798357,2006.0,19.0,2000.0,4.9
1671.0,143.0,0.0,4.0,46.0,244.0,1.0,7.421775793644647,2018.0,7.0,2010.0,7.0
22.0,117.0,0.0,4.0,122.0,709.0,1.0,3.1354942159291497,2020.0,5.0,2020.0,5.3
115.0,93.0,0.0,4.0,100.0,541.0,1.0,4.7535901911063645,2006.0,19.0,2000.0,7.7
148.0,101.0,0.0,3.0,45.0,261.0,3.0,5.003946305945459,2022.0,3.0,2020.0,6.6
6.0,103.0,1.0,2.0,180.0,1075.0,1.0,1.9459101490553132,2008.0,17.0,2000.0,7.8
384.0,135.0,1.0,3.0,18.0,128.0,6.0,5.953243334287785,2003.0,22.0,2000.0,8.4
5.0,155.0,1.0,2.0,96.0,601.0,1.0,1.791759469228055,2016.0,9.0,2010.0,2.2
9.0,119.0,1.0,3.0,107.0,660.0,4.0,2.302585092994046,2011.0,14.0,2010.0,6.2
15.0,117.0,1.0,5.0,45.0,284.0,1.0,2.772588722239781,2019.0,6.0,2010.0,4.7
114.0,111.0,1.0,3.0,117.0,733.0,1.0,4.74493212836325,2014.0,11.0,2010.0,5.5
35.0,104.0,1.0,3.0,42.0,252.0,1.0,3.58351893845611,2022.0,3.0,2020.0,5.9
4.0,94.0,1.0,2.0,150.0,822.0,1.0,1.6094379124341003,1981.0,44.0,1980.0,6.3
647.0,144.0,0.0,4.0,122.0,682.0,1.0,6.473890696352274,2023.0,2.0,2020.0,5.5
4.0,110.0,1.0,3.0,14.0,76.0,1.0,1.6094379124341003,1986.0,39.0,1980.0,5.8
4.0,111.0,1.0,2.0,53.0,340.0,1.0,1.6094379124341003,1999.0,26.0,1990.0,7.8
81.0,127.0,0.0,3.0,53.0,319.0,1.0,4.406719247264253,2022.0,3.0,2020.0,6.1
355.0,99.0,0.0,3.0,29.0,191.0,1.0,5.87493073085203,2019.0,6.0,2010.0,6.5
72.0,106.0,1.0,1.0,26.0,166.0,1.0,4.290459441148391,2012.0,13.0,2010.0,6.0
82.0,127.0,1.0,5.0,44.0,271.0,2.0,4.418840607796598,2010.0,15.0,2010.0,7.2
426.0,98.0,0.0,5.0,40.0,224.0,1.0,6.056784013228625,2013.0,12.0,2010.0,6.2
7.0,114.0,1.0,3.0,25.0,142.0,1.0,2.0794415416798357,1970.0,55.0,1970.0,5.0
69.0,107.0,0.0,1.0,44.0,286.0,1.0,4.248495242049359,2004.0,21.0,2000.0,6.3
56.0,97.0,0.0,1.0,110.0,603.0,1.0,4.04305126783455,2008.0,17.0,2000.0,5.3
33.0,122.0,1.0,2.0,53.0,337.0,1.0,3.5263605246161616,2007.0,18.0,2000.0,6.6
224.0,92.0,0.0,7.0,42.0,272.0,1.0,5.41610040220442,2016.0,9.0,2010.0,6.4
5.0,117.0,1.0,3.0,107.0,625.0,1.0,1.791759469228055,2020.0,5.0,2020.0,4.6
23.0,101.0,1.0,4.0,28.0,142.0,1.0,3.1780538303479458,1993.0,32.0,1990.0,5.8
68.0,92.0,1.0,3.0,33.0,190.0,2.0,4.23410650459726,2012.0,13.0,2010.0,6.9
16.0,118.0,1.0,4.0,115.0,699.0,1.0,2.833213344056216,2020.0,5.0,2020.0,5.8
71.0,139.0,1.0,4.0,28.0,198.0,1.0,4.276666119016055,1995.0,30.0,1990.0,8.4
24.0,98.0,1.0,4.0,30.0,197.0,1.0,3.2188758248682006,2005.0,20.0,2000.0,5.9
127.0,115.0,1.0,4.0,28.0,162.0,4.0,4.852030263919617,1990.0,35.0,1990.0,8.1
127.0,115.0,1.0,4.0,28.0,162.0,4.0,4.852030263919617,1990.0,35.0,1990.0,8.1
127.0,115.0,1.0,4.0,74.0,458.0,4.0,4.852030263919617,2017.0,8.0,2010.0,8.1
127.0,115.0,1.0,4.0,74.0,458.0,4.0,4.852030263919617,2017.0,8.0,2010.0,8.1
6.0,85.0,0.0,2.0,62.0,348.0,1.0,1.9459101490553132,2021.0,4.0,2020.0,3.2
55.0,115.0,1.0,1.0,112.0,700.0,1.0,4.02535169073515,2022.0,3.0,2020.0,7.8
8.0,105.0,1.0,3.0,61.0,385.0,1.0,2.1972245773362196,2023.0,2.0,2020.0,6.1
93.0,86.0,0.0,4.0,142.0,765.0,1.0,4.543294782270004,2011.0,14.0,2010.0,7.3
4.0,91.0,0.0,2.0,16.0,92.0,1.0,1.6094379124341003,1981.0,44.0,1980.0,8.3
403.0,112.0,1.0,3.0,66.0,399.0,1.0,6.0014148779611505,2010.0,15.0,2010.0,3.0
20.0,118.0,1.0,2.0,45.0,277.0,1.0,3.044522437723423,2006.0,19.0,2000.0,6.2
5.0,102.0,0.0,2.0,88.0,485.0,1.0,1.791759469228055,2011.0,14.0,2010.0,5.6
39.0,83.0,0.0,6.0,29.0,169.0,4.0,3.6888794541139363,2016.0,9.0,2010.0,4.7
39.0,83.0,0.0,6.0,29.0,169.0,4.0,3.6888794541139363,2016.0,9.0,2010.0,4.7
39.0,83.0,0.0,6.0,24.0,137.0,4.0,3.6888794541139363,2006.0,19.0,2000.0,4.7
39.0,83.0,0.0,6.0,24.0,137.0,4.0,3.6888794541139363,2006.0,19.0,2000.0,4.7
6.0,112.0,1.0,1.0,29.0,153.0,1.0,1.9459101490553132,2013.0,12.0,2010.0,7.3
38.0,94.0,1.0,3.0,25.0,139.0,1.0,3.6635616461296463,1995.0,30.0,1990.0,8.0
17.0,121.0,0.0,2.0,115.0,705.0,1.0,2.8903717578961645,2008.0,17.0,2000.0,6.8
13.0,0.0,0.0,2.0,45.0,314.0,2.0,2.6390573296152584,2010.0,15.0,2010.0,8.2
165.0,104.0,1.0,2.0,110.0,688.0,7.0,5.111987788356544,1990.0,35.0,1990.0,5.6
4.0,85.0,1.0,3.0,15.0,101.0,1.0,1.6094379124341003,2002.0,23.0,2000.0,5.3
56.0,108.0,1.0,3.0,128.0,795.0,1.0,4.04305126783455,2019.0,6.0,2010.0,6.4
18.0,90.0,1.0,3.0,90.0,515.0,1.0,2.9444389791664403,2016.0,9.0,2010.0,7.3
4.0,106.0,1.0,4.0,16.0,92.0,1.0,1.6094379124341003,1987.0,38.0,1980.0,6.3
100.0,118.0,0.0,5.0,29.0,154.0,1.0,4.61512051684126,1994.0,31.0,1990.0,6.2
30.0,101.0,0.0,2.0,49.0,295.0,1.0,3.4339872044851463,2018.0,7.0,2010.0,6.6
4.0,93.0,1.0,2.0,19.0,132.0,1.0,1.6094379124341003,2005.0,20.0,2000.0,6.5
54.0,123.0,1.0,3.0,56.0,357.0,1.0,4.007333185232471,2011.0,14.0,2010.0,6.5
146.0,101.0,1.0,9.0,91.0,531.0,1.0,4.990432586778736,2017.0,8.0,2010.0,5.5
9.0,102.0,0.0,4.0,76.0,486.0,1.0,2.302585092994046,2011.0,14.0,2010.0,6.7
5.0,100.0,1.0,1.0,38.0,225.0,1.0,1.791759469228055,2005.0,20.0,2000.0,7.6
129.0,97.0,1.0,2.0,106.0,674.0,1.0,4.867534450455582,2016.0,9.0,2010.0,8.5
99.0,130.0,1.0,3.0,159.0,989.0,1.0,4.605170185988092,2020.0,5.0,2020.0,6.3
48.0,95.0,1.0,3.0,103.0,588.0,2.0,3.8918202981106265,2012.0,13.0,2010.0,6.8
126.0,86.0,0.0,4.0,56.0,304.0,1.0,4.844187086458591,2019.0,6.0,2010.0,6.0
15.0,101.0,1.0,2.0,36.0,209.0,1.0,2.772588722239781,2005.0,20.0,2000.0,6.7
74.0,120.0,1.0,2.0,184.0,1178.0,1.0,4.31748811353631,2024.0,1.0,2020.0,9.1
8.0,100.0,1.0,2.0,70.0,443.0,3.0,2.1972245773362196,2019.0,6.0,2010.0,5.6
5.0,104.0,1.0,3.0,81.0,438.0,5.0,1.791759469228055,2007.0,18.0,2000.0,6.6
172.0,102.0,0.0,2.0,27.0,154.0,12.0,5.153291594497779,2014.0,11.0,2010.0,5.4
72.0,103.0,1.0,4.0,49.0,306.0,1.0,4.290459441148391,2010.0,15.0,2010.0,6.7
9.0,91.0,0.0,2.0,53.0,336.0,1.0,2.302585092994046,2006.0,19.0,2000.0,5.6
593.0,102.0,0.0,2.0,29.0,201.0,3.0,6.386879319362645,2001.0,24.0,2000.0,8.6
8.0,102.0,1.0,2.0,22.0,118.0,2.0,2.1972245773362196,2004.0,21.0,2000.0,6.5
5.0,115.0,1.0,4.0,22.0,127.0,1.0,1.791759469228055,2004.0,21.0,2000.0,6.6
5.0,92.0,1.0,4.0,100.0,624.0,4.0,1.791759469228055,2023.0,2.0,2020.0,6.0
5.0,92.0,1.0,4.0,100.0,624.0,4.0,1.791759469228055,2023.0,2.0,2020.0,6.0
5.0,92.0,1.0,4.0,19.0,119.0,4.0,1.791759469228055,2013.0,12.0,2010.0,6.0
5.0,92.0,1.0,4.0,19.0,119.0,4.0,1.791759469228055,2013.0,12.0,2010.0,6.0
22.0,108.0,0.0,4.0,38.0,237.0,2.0,3.1354942159291497,2023.0,2.0,2020.0,4.2
5.0,107.0,0.0,2.0,117.0,651.0,1.0,1.791759469228055,1985.0,40.0,1980.0,5.6
26.0,101.0,1.0,2.0,37.0,231.0,2.0,3.295836866004329,2001.0,24.0,2000.0,7.8
15.0,116.0,1.0,3.0,18.0,128.0,1.0,2.772588722239781,2000.0,25.0,2000.0,6.3
4.0,94.0,1.0,1.0,28.0,146.0,1.0,1.6094379124341003,2002.0,23.0,2000.0,6.0
84.0,93.0,1.0,3.0,37.0,189.0,4.0,4.442651256490317,1986.0,39.0,1980.0,6.3
84.0,93.0,1.0,3.0,37.0,189.0,4.0,4.442651256490317,1986.0,39.0,1980.0,6.3
84.0,93.0,1.0,3.0,30.0,209.0,4.0,4.442651256490317,2002.0,23.0,2000.0,6.3
84.0,93.0,1.0,3.0,30.0,209.0,4.0,4.442651256490317,2002.0,23.0,2000.0,6.3
